,Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
999,999,1967,Гринченко,Гринченко,Гринченко,2,grinchenko,grinchenko,4214,-
1000,1000,1968,Грифцов,Грифцов,Грифцова,3,griftsov,griftsova,1,3
1001,1001,1969,Грицбах,Грицбах,Грицбах,3,gritsbakh,gritsbakh,0,-
1002,1002,1970,Гришечко-Климовы,Гришечко-Климов,Гришечко-Климова,2,grishechko-klimov,grishechko-klimova,0,0
1003,1003,1971,Гродницкие,Гродницкий,Гродницкая,2,grodnitsky,grodnitskaya,3,12
1004,1004,1972,Гроздовы,Гроздов,Гроздова,3,grozdov,grozdova,355,415
1005,1005,1973,Грозновы,Грознов,Грознова,2,groznov,groznova,624,468
1006,1006,1974,Громан,Громан,Громан,3,groman,groman,35,-
1007,1007,1975,Громовы,Громов,Громова,3,gromov,gromova,47437,46007
1008,1008,1977,Громыченковы,Громыченков,Громыченкова,2,gromychenkov,gromychenkova,0,0
1009,1009,1979,Гросицкие,Гросицкий,Гросицкая,2,grositsky,grositskaya,1,6
1010,1010,1980,Грот,Грот,Грот,3,grot,grot,523,-
1011,1011,1981,Грохольские,Грохольский,Грохольская,2,grokholsky,grokholskaya,365,290
1012,1012,1982,Грахольские,Грахольский,Грахольская,2,grakholsky,grakholskaya,69,54
1013,1013,1983,Грудевы,Грудев,Грудева,1,grudev,grudeva,399,335
1014,1014,1985,Грудзино,Грудзино,Грудзино,1,grudzino,grudzino,0,-
1015,1015,1987,Груздев,Груздев,Груздева,3,gruzdev,gruzdeva,10830,13524
1016,1016,1988,Грузиновы,Грузинов,Грузинова,2,gruzinov,gruzinova,567,575
1017,1017,1991,Грузинские,Грузинский,Грузинская,4,gruzinsky,gruzinskaya,228,247
1018,1018,1993,Грузовы,Грузов,Грузова,3,gruzov,gruzova,133,134
1019,1019,1994,Грундели,Грундели,Грундели,2,grundeli,grundeli,0,-
1020,1020,1995,Грундель,Грундель,Грундель,2,grundel,grundel,4,-
1021,1021,1996,Грунт,Грунт,Грунт,1,grunt,grunt,52,-
1022,1022,1997,Грушецкие,Грушецкий,Грушецкая,2,grushetsky,grushetskaya,27,444
1023,1023,2001,Грушинские,Грушинский,Грушинская,3,grushinsky,grushinskaya,42,34
1024,1024,2002,Грушка,Грушка,Грушка,3,grushka,grushka,190,-
1025,1025,2003,Грызлов,Грызлов,Грызлова,3,gryzlov,gryzlova,1542,1069
1026,1026,2004,Губаревы,Губарев,Губарева,6,gubarev,gubareva,9226,7832
1027,1027,2005,Губер,Губер,Губер,3,guber,guber,871,-
1028,1028,2006,Губерти,Губерти,Губерти,2,guberti,guberti,1,-
1029,1029,2009,Губонины,Губонин,Губонина,1,gubonin,gubonina,46,31
1030,1030,2010,Губченко,Губченко,Губченко,3,gubchenko,gubchenko,558,-
1031,1031,2011,Гудовичи,Гудович,Гудович,5,gudovich,gudovich,251,-
1032,1032,2013,Гудовичевы,Гудовичев,Гудовичева,5,gudovichev,gudovicheva,30,25
1033,1033,2014,Гужовы,Гужов,Гужова,3,guzhov,guzhova,1262,982
1034,1034,2015,Гук,Гук,Гук,3,guk,guk,6015,-
1035,1035,2016,Гуковы,Гуков,Гукова,2,gukov,gukova,3469,3637
1036,1036,2017,Гулевичи,Гулевич,Гулевич,2,gulevich,gulevich,3627,-
1037,1037,2020,Гулинский,Гулинский,Гулинская,6,gulinsky,gulinskaya,101,207
1038,1038,2021,Гулькевичи,Гулькевич,Гулькевич,3,gulkevich,gulkevich,32,-
1039,1039,2022,Гульковские,Гульковский,Гульковская,1,gulkovsky,gulkovskaya,35,39
1040,1040,2024,Гуляевы,Гуляев,Гуляева,3,gulyaev,gulyaeva,21746,24125
1041,1041,2026,Гуминский,Гуминский,Гуминская,6,guminsky,guminskaya,367,285
1042,1042,2027,Гундиусы,Гундиус,Гундиус,1,gundius,gundius,0,-
1043,1043,2031,Гунт,Гунт,Гунт,2,gunt,gunt,98,-
1044,1044,2032,Гурджия,Гурджия,Гурджия,2,gurdzhiya,gurdzhiya,9,-
1045,1045,2033,Гуржиа,Гуржиа,Гуржиа,2,gurzhia,gurzhia,0,-
1046,1046,2034,Гуренко,Гуренко,Гуренко,2,gurenko,gurenko,2576,-
1047,1047,2037,Гурландье,Гурландье,Гурландье,2,gurlande,gurlande,0,-
1048,1048,2039,Гуруста,Гуруста,Гуруста,2,gurusta,gurusta,0,-
1049,1049,2040,Гурьевы,Гурьев,Гурьева,2,gurev,gureva,8367,8515
1050,1050,2042,Гурьяновы,Гурьянов,Гурьянова,3,guryanov,guryanova,12339,13904
1051,1051,2043,Гусевы,Гусев,Гусева,1,gusev,guseva,89728,102234
1052,1052,2050,Гусятниковы,Гусятников,Гусятникова,3,gusyatnikov,gusyatnikova,349,371
1053,1053,2051,Гутт,Гутт,Гутт,3,gutt,gutt,18,-
1054,1054,2052,Гучковы,Гучков,Гучкова,3,guchkov,guchkova,156,111
1055,1055,2053,Давидовы,Давидов,Давидова,1,davidov,davidova,2214,1592
1056,1056,2055,Давыдовы,Давыдов,Давыдова,1,davydov,davydova,66041,86567
1057,1057,2072,Дагаевы,Дагаев,Дагаева,3,dagaev,dagaeva,1353,1344
1058,1058,2073,Дадьян,Дадьян,Дадьян,4,dadyan,dadyan,157,-
1059,1059,2075,Дадиан,Дадиан,Дадиан,4,dadian,dadian,25,-
1060,1060,2077,Даевы,Даев,Даева,2,daev,daeva,327,722
1061,1061,2078,Даксергоф,Даксергоф,Даксергоф,2,daksergof,daksergof,0,-
1062,1062,2079,Далбинины,Далбинин,Далбинина,3,dalbinin,dalbinina,0,0
1063,1063,2080,Далинины,Далинин,Далинина,2,dalinin,dalinina,57,93
1064,1064,2081,Дали,Дали,Дали,3,dali,dali,310,-
1065,1065,2082,Даль,Даль,Даль,3,dal,dal,346,-
1066,1066,2083,Дам,Дам,Дам,3,dam,dam,250,-
1067,1067,2084,Данзас,Данзас,Данзас,3,danzas,danzas,15,-
1068,1068,2085,Данилевские,Данилевский,Данилевская,3,danilevsky,danilevskaya,873,1109
1069,1069,2087,Данилины,Данилин,Данилина,2,danilin,danilina,10512,11473
1070,1070,2088,Даниловы,Данилов,Данилова,1,danilov,danilova,88748,102035
1071,1071,2104,Даниловичи,Данилович,Данилович,3,danilovich,danilovich,1417,-
1072,1072,2105,Данковы,Данков,Данкова,3,dankov,dankova,1648,1452
1073,1073,2106,Данковские,Данковский,Данковская,2,dankovsky,dankovskaya,166,196
1074,1074,2107,Даньшины,Даньшин,Даньшина,2,danshin,danshina,3222,3123
1075,1075,2109,Дараган,Дараган,Дараган,3,daragan,daragan,703,-
1076,1076,2110,Даркшевичи,Даркшевич,Даркшевич,3,darkshevich,darkshevich,12,-
1077,1077,2111,Датские,Датский,Датская,2,datsky,datskaya,593,305
1078,1078,2112,Дашкевич,Дашкевич,Дашкевич,1,dashkevich,dashkevich,3552,-
1079,1079,2113,Дашковы,Дашков,Дашкова,2,dashkov,dashkova,1551,2601
1080,1080,2117,Двигубские,Двигубский,Двигубская,3,dvigubsky,dvigubskaya,6,17
1081,1081,2118,Дворяшевы,Дворяшев,Дворяшева,3,dvoryashev,dvoryasheva,0,0
1082,1082,2119,Девиеры,Девиер,Девиер,5,devier,devier,2,-
1083,1083,2121,Девятовы,Девятов,Девятова,2,devyatov,devyatova,3802,3793
1084,1084,2122,Дегилевы,Дегилев,Дегилева,2,degilev,degileva,24,12
1085,1085,2123,Деденев,Деденев,Деденева,6,dedenev,dedeneva,105,117
1086,1086,2124,Дейч,Дейч,Дейч,3,deych,deych,383,-
1087,1087,2125,Декер,Декер,Декер,3,deker,deker,43,-
1088,1088,2126,Декиндлейн,Декиндлейн,Декиндлейн,2,dekindleyn,dekindleyn,0,-
1089,1089,2128,Декинлейн,Декинлейн,Декинлейн,2,dekinleyn,dekinleyn,0,-
1090,1090,2130,Деконские,Деконский,Деконская,2,dekonsky,dekonskaya,13,19
1091,1091,2131,Делед,Делед,Делед,3,deled,deled,17,-
1092,1092,2132,Делицын,Делицын,Делицына,4,delitsyn,delitsyna,13,24
1093,1093,2133,Лицын,Лицын,Лицына,4,litsyn,litsyna,5,3
1094,1094,2134,Де-Лицын,Де-Лицын,Де-Лицына,4,de-litsyn,de-litsyna,0,0
1095,1095,2135,Делло,Делло,Делло,1,dello,dello,44,-
1096,1096,2137,Делоне,Делоне,Делоне,3,delone,delone,11,-
1097,1097,2138,Дельвиг,Дельвиг,Дельвиг,3,delvig,delvig,90,-
1098,1098,2139,Дельвич,Дельвич,Дельвич,3,delvich,delvich,1,-
1099,1099,2140,Дельсал,Дельсал,Дельсал,3,delsal,delsal,4,-
1100,1100,2143,Делюсто,Делюсто,Делюсто,3,deljusto,deljusto,0,-
1101,1101,2144,Дембинские,Дембинский,Дембинская,2,dembinsky,dembinskaya,25,22
1102,1102,2145,Дембицкий,Дембицкий,Дембицкая,3,dembitsky,dembitskaya,44,340
1103,1103,2146,Дембские,Дембский,Дембская,2,dembsky,dembskaya,9,26
1104,1104,2147,Демидовы,Демидов,Демидова,1,demidov,demidova,40146,46346
1105,1105,2157,Демидовские,Демидовский,Демидовская,1,demidovsky,demidovskaya,99,131
1106,1106,2158,Дензель,Дензель,Дензель,3,denzel,denzel,17,-
1107,1107,2159,Денисовы,Денисов,Денисова,1,denisov,denisova,70962,87300
1108,1108,2162,Деннет,Деннет,Деннет,2,dennet,dennet,0,-
1109,1109,2163,Денщиков,Денщиков,Денщикова,2,denschikov,denschikova,109,203
1110,1110,2165,Депаловичи,Депалович,Депалович,3,depalovich,depalovich,0,-
1111,1111,2166,Депафовичи,Депафович,Депафович,3,depafovich,depafovich,0,-
1112,1112,2167,Дервиз,Дервиз,Дервиз,3,derviz,derviz,10,-
1113,1113,2168,Державины,Державин,Державина,3,derzhavin,derzhavina,1401,1393
1114,1114,2169,Дероше,Дероше,Дероше,3,deroshe,deroshe,0,-
1115,1115,2170,Дерош,Дерош,Дерош,3,derosh,derosh,1,-
1116,1116,2171,Дерюгин,Дерюгин,Дерюгина,3,derjugin,derjugina,1,0
1117,1117,2172,Десницкие,Десницкий,Десницкая,3,desnitsky,desnitskaya,19,141
1118,1118,2173,Десрендов,Десрендов,Десрендова,3,desrendov,desrendova,0,0
1119,1119,2174,Дестюд-де-Блане,Дестюд-де-Блане,Дестюд-де-Блане,2,destjud-de-blane,destjud-de-blane,0,-
1120,1120,2175,Дефендовы,Дефендов,Дефендова,3,defendov,defendova,0,0
1121,1121,2176,Дефорж,Дефорж,Дефорж,3,deforzh,deforzh,11,-
1122,1122,2177,Дехтеревы,Дехтерев,Дехтерева,2,dekhterev,dekhtereva,98,224
1123,1123,2178,Джеджелей,Джеджелей,Джеджелей,3,dzhedzhelej,dzhedzhelej,0,-
1124,1124,2179,Джежалей,Джежалей,Джежалей,3,dzhezhalej,dzhezhalej,0,-
1125,1125,2180,Джежель,Джежель,Джежель,2,dzhezhel,dzhezhel,0,-
1126,1126,2182,Джежелей,Джежелей,Джежелей,2,dzhezhelej,dzhezhelej,0,-
1127,1127,2184,Джолио,Джолио,Джолио,2,dzholio,dzholio,1,-
1128,1128,2185,Джунковский,Джунковский,Джунковская,2,dzhunkovsky,dzhunkovskaya,55,66
1129,1129,2186,Дзержановские,Дзержановский,Дзержановская,1,dzerzhanovsky,dzerzhanovskaya,4,6
1130,1130,2187,Диатроптовы,Диатроптов,Диатроптова,3,diatroptov,diatroptova,9,11
1131,1131,2188,Диотроптовы,Диотроптов,Диотроптова,3,diotroptov,diotroptova,0,0
1132,1132,2189,Дивовы,Дивов,Дивова,2,divov,divova,33,19
1133,1133,2191,Дикгоф,Дикгоф,Дикгоф,3,dikgof,dikgof,0,-
1134,1134,2192,Дирины,Дирин,Дирина,6,dirin,dirina,206,223
1135,1135,2193,Дислен,Дислен,Дислен,3,dislen,dislen,0,-
1136,1136,2194,Дитмары,Дитмар,Дитмар,3,ditmar,ditmar,48,-
1137,1137,2196,Дитятевы,Дитятев,Дитятева,2,dityatev,dityateva,476,454
1138,1138,2197,Дмитревские,Дмитревский,Дмитревская,3,dmitrevsky,dmitrevskaya,64,87
1139,1139,2200,Дмитриевы,Дмитриев,Дмитриева,2,dmitriev,dmitrieva,103248,119461
1140,1140,2210,Дмитриев-Мамонов,Дмитриев-Мамонов,Дмитриева-Мамонова,5,dmitriev-mamonov,dmitrieva-mamonova,0,0
1141,1141,2213,Дмоховские,Дмоховский,Дмоховская,2,dmokhovsky,dmokhovskaya,11,12
1142,1142,2214,Добринские,Добринский,Добринская,2,dobrinsky,dobrinskaya,549,436
1143,1143,2216,Добровы,Добров,Доброва,1,dobrov,dobrova,3575,4015
1144,1144,2220,Добровольские,Добровольский,Добровольская,1,dobrovolsky,dobrovolskaya,5875,6770
1145,1145,2231,Доброклонский,Доброклонский,Доброклонская,3,dobroklonsky,dobroklonskaya,0,20
1146,1146,2232,Добротворские,Добротворский,Добротворская,3,dobrotvorsky,dobrotvorskaya,232,1029
1147,1147,2234,Доброхотовы,Доброхотов,Доброхотова,1,dobrokhotov,dobrokhotova,1057,1386
1148,1148,2237,Добрышин,Добрышин,Добрышина,2,dobryshin,dobryshina,68,83
1149,1149,2239,Догель,Догель,Догель,3,dogel,dogel,40,-
1150,1150,2240,Долбинины,Долбинин,Долбинина,2,dolbinin,dolbinina,7,8
1151,1151,2242,Долговы,Долгов,Долгова,2,dolgov,dolgova,27901,24994
1152,1152,2248,Долголевич,Долголевич,Долголевич,3,dolgolevich,dolgolevich,13,-
1153,1153,2249,Довголевич,Довголевич,Довголевич,3,dovgolevich,dovgolevich,0,-
1154,1154,2250,Долгополов,Долгополов,Долгополова,3,dolgopolov,dolgopolova,9010,9100
1155,1155,2251,Долгорукие,Долгорукий,Долгорукая,3,dolgoruky,dolgorukaya,23,0
1156,1156,2255,Долгоруковы,Долгоруков,Долгорукова,3,dolgorukov,dolgorukova,1190,1501
1157,1157,2259,Доломанов,Доломанов,Доломанова,2,dolomanov,dolomanova,220,938
1158,1158,2260,Домбровский,Домбровский,Домбровская,6,dombrovsky,dombrovskaya,1958,2641
1159,1159,2261,Доментиановы,Доментианов,Доментианова,2,domentianov,domentianova,0,0
1160,1160,2263,Домерников,Домерников,Домерникова,3,domernikov,domernikova,0,0
1161,1161,2264,Доминициус,Доминициус,Доминициус,2,dominitsius,dominitsius,0,-
1162,1162,2265,Доммес,Доммес,Доммес,3,dommes,dommes,6,-
1163,1163,2266,Доможировы,Доможиров,Доможирова,2,domozhirov,domozhirova,1561,963
1164,1164,2268,Доппельмаер,Доппельмаер,Доппельмаер,3,doppelmaer,doppelmaer,0,-
1165,1165,2269,Доппельмайер,Доппельмайер,Доппельмайер,2,doppelmayer,doppelmayer,6,-
1166,1166,2271,Доппельмайр,Доппельмайр,Доппельмайр,2,doppelmayr,doppelmayr,0,-
1167,1167,2273,Доппельмаир,Доппельмаир,Доппельмаир,2,doppelmair,doppelmair,0,-
1168,1168,2275,Допельмеер,Допельмеер,Допельмеер,2,dopelmeer,dopelmeer,0,-
1169,1169,2277,Дормидонтов,Дормидонтов,Дормидонтова,3,dormidontov,dormidontova,1449,1121
1170,1170,2278,Дорошевич,Дорошевич,Дорошевич,2,doroshevich,doroshevich,314,-
1171,1171,2279,Дорошинские,Дорошинский,Дорошинская,2,doroshinsky,doroshinskaya,4,3
1172,1172,2280,Доссе,Доссе,Доссе,2,dosse,dosse,17,-
1173,1173,2281,Достоевские,Достоевский,Достоевская,3,dostoevsky,dostoevskaya,451,388
1174,1174,2283,Ф.,Ф.,Ф.,3,f.,f.,0,-
1175,1175,2285,М.,М.,М.,3,m.,m.,0,-
1176,1176,2287,Достоевского;,Достоевского,Достоевского,3,dostoevskogo,dostoevskogo,0,-
1177,1177,2289,Дохтуров,Дохтуров,Дохтурова,6,dokhturov,dokhturova,16,16
1178,1178,2290,Драшусовы,Драшусов,Драшусова,3,drashusov,drashusova,0,0
1179,1179,2292,Драмусовы,Драмусов,Драмусова,3,dramusov,dramusova,0,0
1180,1180,2294,Дрегаловы,Дрегалов,Дрегалова,3,dregalov,dregalova,44,36
1181,1181,2295,Дрейер,Дрейер,Дрейер,3,dreyer,dreyer,85,-
1182,1182,2296,Дрет,Дрет,Дрет,3,dret,dret,5,-
1183,1183,2297,Држевинские,Држевинский,Држевинская,3,drzhevinsky,drzhevinskaya,0,0
1184,1184,2298,Дримпельман,Дримпельман,Дримпельман,3,drimpelman,drimpelman,0,-
1185,1185,2299,Другов,Другов,Другова,1,drugov,drugova,2309,2570
1186,1186,2300,Друговцов,Друговцов,Друговцова,6,drugovtsov,drugovtsova,0,0
1187,1187,2301,Дружинины,Дружинин,Дружинина,3,druzhinin,druzhinina,16526,18339
1188,1188,2302,Друковцовы,Друковцов,Друковцова,3,drukovtsov,drukovtsova,0,0
1189,1189,2304,Друковцевы,Друковцев,Друковцева,3,drukovtsev,drukovtseva,0,0
1190,1190,2306,Друцкие,Друцкий,Друцкая,3,drutsky,drutskaya,12,32
1191,1191,2312,Друцкий-Соколинский,Друцкий-Соколинский,Друцкая-Соколинская,5,drutskiy-sokolinsky,drutskaya-sokolinskaya,0,0
1192,1192,2313,Дубельт,Дубельт,Дубельт,2,dubelt,dubelt,6,-
1193,1193,2314,Дубенские,Дубенский,Дубенская,3,dubensky,dubenskaya,718,526
1194,1194,2316,Дубинин,Дубинин,Дубинина,2,dubinin,dubinina,14348,13653
1195,1195,2317,Дубинкины,Дубинкин,Дубинкина,3,dubinkin,dubinkina,1135,1167
1196,1196,2318,Дубинские,Дубинский,Дубинская,3,dubinsky,dubinskaya,1737,1182
1197,1197,2319,Дубницкие,Дубницкий,Дубницкая,2,dubnitsky,dubnitskaya,29,229
1198,1198,2320,Дубровины,Дубровин,Дубровина,2,dubrovin,dubrovina,13629,17857
1199,1199,2323,Дубровские,Дубровский,Дубровская,2,dubrovsky,dubrovskaya,9042,10743
1200,1200,2329,Дугин,Дугин,Дугина,3,dugin,dugina,2475,2645
1201,1201,2330,Дудинский,Дудинский,Дудинская,6,dudinsky,dudinskaya,354,320
1202,1202,2331,Дудицкие-Лишины,Дудицкий-Лишин,Дудицкая-Лишина,2,duditskiy-lishin,duditskaya-lishina,0,0
1203,1203,2332,Дудышкины,Дудышкин,Дудышкина,2,dudyshkin,dudyshkina,132,11
1204,1204,2336,Дукмасов,Дукмасов,Дукмасова,2,dukmasov,dukmasova,85,72
1205,1205,2337,Дульцовы,Дульцов,Дульцова,3,dultsov,dultsova,3,5
1206,1206,2338,Думашевы,Думашев,Думашева,6,dumashev,dumasheva,4,2
1207,1207,2339,Дураков,Дураков,Дуракова,6,durakov,durakova,1752,970
1208,1208,2340,Дурандины,Дурандин,Дурандина,2,durandin,durandina,925,722
1209,1209,2341,Дурасовы,Дурасов,Дурасова,2,durasov,durasova,1012,613
1210,1210,2344,Дурашины,Дурашин,Дурашина,2,durashin,durashina,6,14
1211,1211,2345,Дурнов,Дурнов,Дурнова,6,durnov,durnova,1159,1229
1212,1212,2346,Дурново,Дурново,Дурново,2,durnovo,durnovo,66,-
1213,1213,2351,Дуровы,Дуров,Дурова,2,durov,durova,4931,3698
1214,1214,2355,Дуссеты,Дуссет,Дуссет,2,dusset,dusset,0,-
1215,1215,2357,Дуссед,Дуссед,Дуссед,2,dussed,dussed,0,-
1216,1216,2361,Дуссик,Дуссик,Дуссик,3,dussik,dussik,0,-
1217,1217,2362,Духовниковы,Духовников,Духовникова,3,dukhovnikov,dukhovnikova,207,402
1218,1218,2364,Духовницкие,Духовницкий,Духовницкая,3,dukhovnitsky,dukhovnitskaya,2,3
1219,1219,2366,Духовские,Духовский,Духовская,1,dukhovsky,dukhovskaya,95,226
1220,1220,2367,Дынниковы,Дынников,Дынникова,2,dynnikov,dynnikova,163,291
1221,1221,2368,Дыховы,Дыхов,Дыхова,3,dykhov,dykhova,31,12
1222,1222,2369,Дьяковы,Дьяков,Дьякова,2,dyakov,dyakova,13771,15616
1223,1223,2371,Дьяконовы,Дьяконов,Дьяконова,2,dyakonov,dyakonova,9464,11141
1224,1224,2372,Дьячковы,Дьячков,Дьячкова,1,dyachkov,dyachkova,9824,10942
1225,1225,2380,Дюсосе,Дюсосе,Дюсосе,3,djusose,djusose,0,-
1226,1226,2381,Дягилевы,Дягилев,Дягилева,3,dyagilev,dyagileva,3229,3641
1227,1227,2382,Евдокимовы,Евдокимов,Евдокимова,2,evdokimov,evdokimova,45506,48322
1228,1228,2385,Евениер,Евениер,Евениер,3,evenier,evenier,0,-
1229,1229,2386,Евлаховы,Евлахов,Евлахова,6,evlakhov,evlakhova,386,887
1230,1230,2387,Евлашевы,Евлашев,Евлашева,6,evlashev,evlasheva,51,37
1231,1231,2388,Евневичи,Евневич,Евневич,2,evnevich,evnevich,170,-
1232,1232,2390,Евреиновы,Евреинов,Евреинова,1,evreinov,evreinova,91,85
1233,1233,2407,Еврейновы,Еврейнов,Еврейнова,1,evreynov,evreynova,35,19
1234,1234,2424,Евсевьевы,Евсевьев,Евсевьева,2,evsevev,evseveva,150,382
1235,1235,2425,Егерц,Егерц,Егерц,2,egerts,egerts,0,-
1236,1236,2426,Егоровы,Егоров,Егорова,1,egorov,egorova,168709,171174
1237,1237,2434,Езерский,Езерский,Езерская,6,ezersky,ezerskaya,490,713
1238,1238,2435,Езопин,Езопин,Езопина,2,ezopin,ezopina,0,0
1239,1239,2436,Езобин,Езобин,Езобина,2,ezobin,ezobina,0,0
1240,1240,2437,Елагины,Елагин,Елагина,2,elagin,elagina,3911,6576
1241,1241,2439,Елесины,Елесин,Елесина,2,elesin,elesina,1935,2313
1242,1242,2440,Елины,Елин,Елина,3,elin,elina,3629,44
1243,1243,2441,Елисеевы,Елисеев,Елисеева,2,eliseev,eliseeva,42540,43495
1244,1244,2442,Елфимовы,Елфимов,Елфимова,3,elfimov,elfimova,4807,5828
1245,1245,2443,Емельяновы,Емельянов,Емельянова,2,emelyanov,emelyanova,51424,57047
1246,1246,2446,Енгалычевы,Енгалычев,Енгалычева,1,engalychev,engalycheva,493,642
1247,1247,2449,Енишерловы,Енишерлов,Енишерлова,3,enisherlov,enisherlova,14,2
1248,1248,2450,Енчев,Енчев,Енчева,3,enchev,encheva,23,46
1249,1249,2451,Ерговские,Ерговский,Ерговская,3,ergovsky,ergovskaya,0,0
1250,1250,2452,Ержемские,Ержемский,Ержемская,3,erzhemsky,erzhemskaya,0,7
1251,1251,2453,Ермилов,Ермилов,Ермилова,3,ermilov,ermilova,9046,10607
1252,1252,2454,Ермолаевы,Ермолаев,Ермолаева,3,ermolaev,ermolaeva,28725,35153
1253,1253,2455,Ермоловы,Ермолов,Ермолова,2,ermolov,ermolova,7108,6299
1254,1254,2461,Еропкины,Еропкин,Еропкина,6,eropkin,eropkina,299,258
1255,1255,2462,Ерапкины,Ерапкин,Ерапкина,6,erapkin,erapkina,0,0
1256,1256,2463,Ерунковы,Ерунков,Ерункова,2,erunkov,erunkova,19,35
1257,1257,2464,Ершовы,Ершов,Ершова,2,ershov,ershova,42260,48451
1258,1258,2469,Ершевы,Ершев,Ершева,2,ershev,ersheva,41,32
1259,1259,2474,Есауловы,Есаулов,Есаулова,3,esaulov,esaulova,2010,2424
1260,1260,2477,Есеневы,Есенев,Есенева,6,esenev,eseneva,11,9
1261,1261,2478,Есиповы,Есипов,Есипова,1,esipov,esipova,3281,3463
1262,1262,2482,Ефановы,Ефанов,Ефанова,2,efanov,efanova,7945,8126
1263,1263,2485,Ефимов,Ефимов,Ефимова,3,efimov,efimova,69941,81651
1264,1264,2486,Ефимовские,Ефимовский,Ефимовская,5,efimovsky,efimovskaya,291,341
1265,1265,2487,Ефимьев,Ефимьев,Ефимьева,2,efimev,efimeva,127,100
1266,1266,2488,Ефремовы,Ефремов,Ефремова,2,efremov,efremova,64235,68925
1267,1267,2491,Ешевские,Ешевский,Ешевская,1,eshevsky,eshevskaya,29,18
1268,1268,2494,Жаглевские,Жаглевский,Жаглевская,2,zhaglevsky,zhaglevskaya,0,0
1269,1269,2496,Жавглевские,Жавглевский,Жавглевская,2,zhavglevsky,zhavglevskaya,0,0
1270,1270,2498,Жардецкие,Жардецкий,Жардецкая,1,zhardetsky,zhardetskaya,2,44
1271,1271,2499,Жарковы,Жарков,Жаркова,2,zharkov,zharkova,14770,16581
1272,1272,2502,Жаровы,Жаров,Жарова,1,zharov,zharova,9516,11081
1273,1273,2505,Ждановы,Жданов,Жданова,2,zhdanov,zhdanova,38660,45594
1274,1274,2509,Ждановские,Ждановский,Ждановская,3,zhdanovsky,zhdanovskaya,365,290
1275,1275,2510,Жебровские,Жебровский,Жебровская,3,zhebrovsky,zhebrovskaya,133,143
1276,1276,2511,Жегулины,Жегулин,Жегулина,3,zhegulin,zhegulina,70,278
1277,1277,2512,Жедринские,Жедринский,Жедринская,6,zhedrinsky,zhedrinskaya,23,3
1278,1278,2513,Железниковы,Железников,Железникова,2,zheleznikov,zheleznikova,839,1790
1279,1279,2515,Желтоуховы,Желтоухов,Желтоухова,2,zheltoukhov,zheltoukhova,259,257
1280,1280,2517,Желтухины,Желтухин,Желтухина,2,zheltukhin,zheltukhina,913,762
1281,1281,2519,Желябужский,Желябужский,Желябужская,2,zhelyabuzhsky,zhelyabuzhskaya,0,1
1282,1282,2520,Жердецкий,Жердецкий,Жердецкая,1,zherdetsky,zherdetskaya,21,187
1283,1283,2521,Жеребцовы,Жеребцов,Жеребцова,2,zherebtsov,zherebtsova,6009,4523
1284,1284,2524,Жерков,Жерков,Жеркова,2,zherkov,zherkova,12,6
1285,1285,2525,Жерносековы,Жерносеков,Жерносекова,3,zhernosekov,zhernosekova,45,95
1286,1286,2526,Жесковы,Жесков,Жескова,3,zheskov,zheskova,7,13
1287,1287,2527,Живаго,Живаго,Живаго,3,zhivago,zhivago,250,-
1288,1288,2528,Живаревы,Живарев,Живарева,2,zhivarev,zhivareva,5,14
1289,1289,2529,Жигаревы,Жигарев,Жигарева,2,zhigarev,zhigareva,1504,1766
1290,1290,2531,Жилины,Жилин,Жилина,3,zhilin,zhilina,10098,10797
1291,1291,2533,Жилярди,Жилярди,Жилярди,3,zhilyardi,zhilyardi,0,-
1292,1292,2534,Жирард,Жирард,Жирард,2,zhirard,zhirard,0,-
1293,1293,2535,Жодейко,Жодейко,Жодейко,3,zhodeyko,zhodeyko,0,-
1294,1294,2536,Жоли,Жоли,Жоли,3,zholi,zholi,9,-
1295,1295,2537,Жолобов,Жолобов,Жолобова,2,zholobov,zholobova,3268,3736
1296,1296,2538,Жорж,Жорж,Жорж,2,zhorzh,zhorzh,165,-
1297,1297,2539,Жуковы,Жуков,Жукова,1,zhukov,zhukova,95596,109606
1298,1298,2552,Жуковские,Жуковский,Жуковская,2,zhukovsky,zhukovskaya,5005,5868
1299,1299,2554,Жульен,Жульен,Жульен,2,zhulen,zhulen,14,-
1300,1300,2555,Журавлевы,Журавлев,Журавлева,1,zhuravlev,zhuravleva,35679,46555
1301,1301,2559,Журин,Журин,Журина,3,zhurin,zhurina,1859,2165
1302,1302,2560,Забелины,Забелин,Забелина,2,zabelin,zabelina,6976,9181
1303,1303,2564,Забельский,Забельский,Забельская,2,zabelsky,zabelskaya,53,68
1304,1304,2565,Забиякины,Забиякин,Забиякина,3,zabiyakin,zabiyakina,151,125
1305,1305,2566,Заблоцкие,Заблоцкий,Заблоцкая,6,zablotsky,zablotskaya,278,1352
1306,1306,2567,Заболотские-Платоновы,Заболотский-Платонов,Заболотская-Платонова,3,zabolotskiy-platonov,zabolotskaya-platonova,0,0
1307,1307,2568,Заболотские,Заболотский,Заболотская,3,zabolotsky,zabolotskaya,2376,3560
1308,1308,2572,Заборовские,Заборовский,Заборовская,3,zaborovsky,zaborovskaya,1300,1098
